paper_id	affiliation_string	labels	labels_name	dataset
4390398210	IFLP, CONICET - Dpto. de Física, Universidad Nacional de La Plata, La Plata, Argentina	[874386039]	['874386039 - Universidad Nacional de La Plata']	testeo_ar
4391149943	Universidad Nacional del Sur	[56858762]	['56858762 - Universidad Nacional del Sur']	testeo_ar
1530050228	Universidad de Buenos Aires	[24354313]	['24354313 - University of Buenos Aires']	testeo_ar
2785947751	Department of Psychology, Universidad Nacional del Comahue, Quintral 1250 (8400), Bariloche, Río Negro, Argentina	[70368782]	['70368782 - National University of Comahue']	testeo_ar
3005276799	Universidad de Buenos Aires, Argentina	[24354313]	['24354313 - University of Buenos Aires']	testeo_ar
3091663193	Instituto Balseiro, CNEA-Universidad Nacional de Cuyo, CONICET, San Carlos de Bariloche, Argentina	[15881080]	['15881080 - National University of Cuyo']	testeo_ar
3113999459	Departamento de Matemática, FCEyN, Universidad de Buenos Aires, Pabellón I, Ciudad Universitaria, IMAS, UBA-CONICET, C1428EGA C.A.B.A., Argentina	[24354313]	['24354313 - University of Buenos Aires']	testeo_ar
3123421322	Instituto de Investigaciones Económicas, Facultad de Ciencias Económicas, Universidad Nacional de La Plata, Argentina	[874386039]	['874386039 - Universidad Nacional de La Plata']	testeo_ar
3142555249	CONICET-Universidad de Buenos Aires, Instituto de Investigación en Ciencias de la Computación (ICC), Buenos Aires, Argentina	[24354313]	['24354313 - University of Buenos Aires']	testeo_ar
3142555249	Universidad de Buenos Aires, Facultad de Ciencias Exactas y Naturales, Departamento de Computación, Buenos Aires, Argentina	[24354313]	['24354313 - University of Buenos Aires']	testeo_ar
3214600227	Departamento de Física, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, Ciudad Universitaria Pab. I, 1428, Buenos Aires, Argentina	[24354313]	['24354313 - University of Buenos Aires']	testeo_ar
383607037	Universidad Nacional de La Plata, Fac Ciencias Naturales, Museo La Plata, La Plata, Buenos Aires, Argentina	[874386039]	['874386039 - Universidad Nacional de La Plata']	testeo_ar
383607037	Universidad Nacional de La Plata. Facultad de Ciencias Naturales y Museo de La Plata	[874386039]	['874386039 - Universidad Nacional de La Plata']	testeo_ar
383607037	Universidad Nacional de La Plata. Facultad de Ciencias Naturales	[874386039]	['874386039 - Universidad Nacional de La Plata']	testeo_ar
4207035472	Centro de Investigación y Desarrollo en Criotecnología de Alimentos (CIDCA), Facultad de Ciencias Exactas, Universidad Nacional de La Plata (UNLP), Comisión de Investigaciones Cientíﬁcas (CIC PBA), Consejo Nacional de Investigaciones Cientíﬁcas y Técnicas (CONICET CCT La Plata), La Plata, Argentina	[874386039]	['874386039 - Universidad Nacional de La Plata']	testeo_ar
4285724873	Department of Human Biochemistry, Faculty of Medicine, Universidad de Buenos Aires, Buenos Aires, Argentina	[24354313]	['24354313 - University of Buenos Aires']	testeo_ar
4285724873	Lab de Bioquímica del Envejecimiento, INIBIOLP- CONICET, Facultad de Ciencias Medicina, Universidad Nacional de La Plata, La Plata, Argentina	[874386039]	['874386039 - Universidad Nacional de La Plata']	testeo_ar
4290755126	Departamento de Matemática, Universidad Nacional del Sur, Instituto de Investigaciones en Ingeniería Eléctrica (UNS-CONICET), B8000CPB Bahía Blanca, Argentina	[56858762]	['56858762 - Universidad Nacional del Sur']	testeo_ar
4290755126	Escuela de Producción, Tecnología y Medio Ambiente, Sede Alto Valle y Valle Medio, Universidad Nacional de Río Negro, R8336ATG Villa Regina, Argentina	[3131897482]	['3131897482 - National University of Río Negro']	testeo_ar
4290755126	Departamento de Ingeniería Eléctrica y de Computadoras, Universidad Nacional del Sur, Instituto de Investigaciones en Ingeniería Eléctrica (UNS-CONICET), B8000CPB Bahía Blanca, Argentina	[56858762]	['56858762 - Universidad Nacional del Sur']	testeo_ar
4292229918	Departamento de Matemática, Facultad de Ciencias Exactas, Universidad Nacional de La Plata, Argentina	[874386039]	['874386039 - Universidad Nacional de La Plata']	testeo_ar
4293571762	Programa de Investigación y Análisis de Residuos y Contaminantes Químicos -PRINARC- Facultad de Ingeniería Química, Universidad Nacional del Litoral, Santiago del Estero 2654, (3000) Santa Fe Argentina	[3121987637]	['3121987637 - National University of the Littoral']	testeo_ar
4296767477	Cátedra de Forrajicultura, Facultad de Agronomía, Universidad de Buenos Aires IFEVA, CONICET, Av. San Martín 4453, C1417DSE, Buenos Aires, Argentina	[24354313]	['24354313 - University of Buenos Aires']	testeo_ar
4297122447	Instituto de Histología y Embriología de Mendoza (IHEM)-Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Universidad Nacional de Cuyo (UNCuyo), Mendoza, 5500, Argentina	[15881080]	['15881080 - National University of Cuyo']	testeo_ar
4300718811	Facultad de Ciencias Sociales, Universidad de Buenos Aires.	[24354313]	['24354313 - University of Buenos Aires']	testeo_ar
